rog,rmsd,sasa
9.159870147705078,0.9171306490898132,2010.401611328125
9.363646507263184,1.092258334159851,2075.193359375
9.09682846069336,1.0447230339050293,2043.852294921875
8.874271392822266,0.9517909288406372,1983.90576171875
8.84685230255127,0.983696699142456,1954.81787109375
9.004457473754883,0.999984622001648,2029.6370849609375
9.219694137573242,0.9887269139289856,2010.1834716796875
9.090547561645508,0.8574745655059814,2019.3521728515625
8.723212242126465,1.0584208965301514,1961.9178466796875
8.757590293884277,1.1483681201934814,2020.9808349609375
8.695155143737793,1.0013103485107422,1989.8427734375
8.96721363067627,0.975674569606781,1955.569091796875
9.163724899291992,1.027666687965393,2035.097412109375
8.923867225646973,1.0727827548980713,1999.73974609375
8.922293663024902,1.1597082614898682,1969.8367919921875
9.31852912902832,0.9282721877098083,2042.218505859375
9.44385051727295,0.9285192489624023,2024.278564453125
9.409357070922852,1.134875774383545,1997.697021484375
9.198648452758789,0.9930628538131714,2026.4144287109375
8.969169616699219,1.0756021738052368,1972.207763671875
8.767499923706055,1.1968324184417725,2020.0499267578125
8.966045379638672,1.1558096408843994,1990.9722900390625
8.989574432373047,1.1154109239578247,2004.028076171875
8.93407154083252,1.1668444871902466,2001.105224609375
8.999141693115234,1.1406573057174683,1984.542724609375
8.739102363586426,1.0794092416763306,2037.87255859375
8.827863693237305,1.1999691724777222,1959.846435546875
8.872491836547852,1.0125073194503784,1960.7197265625
9.25402545928955,1.1063488721847534,2019.6180419921875
9.408817291259766,1.0175480842590332,2064.382080078125
9.168670654296875,0.9814260601997375,2039.39111328125
9.141786575317383,0.9657118916511536,2002.07177734375
9.36400032043457,0.8681046366691589,2092.371826171875
9.597038269042969,0.9993695020675659,2074.38671875
9.363375663757324,1.0286504030227661,2060.120361328125
9.772346496582031,1.0439532995224,2071.9873046875
10.102048873901367,1.0249240398406982,2069.837158203125
9.616029739379883,1.048088550567627,2081.068115234375
9.821066856384277,0.9493507742881775,2107.61376953125
9.682162284851074,1.0410184860229492,2091.807861328125
9.496332168579102,0.9685922265052795,2038.501953125
9.580436706542969,0.9523767828941345,2078.398193359375
9.938846588134766,1.0354559421539307,2121.5595703125
9.943710327148438,0.9824084043502808,2098.5107421875
10.080730438232422,0.9062278270721436,2115.8134765625
9.742855072021484,0.8435617685317993,2079.349853515625
9.660686492919922,0.907538652420044,2093.239013671875
10.08153247833252,1.064542293548584,2111.462158203125
9.754593849182129,1.0012019872665405,2096.09814453125
10.226593971252441,1.2123644351959229,2100.4599609375
10.30575180053711,1.2803552150726318,2176.35595703125
10.088781356811523,1.2817838191986084,2120.496337890625
10.041061401367188,1.40386164188385,2116.306640625
9.745336532592773,1.2768434286117554,2061.103271484375
9.631800651550293,1.273669958114624,2123.426025390625
9.525311470031738,1.1042989492416382,2027.256591796875
9.769651412963867,1.154579520225525,2057.59619140625
9.582691192626953,1.1002352237701416,2069.63232421875
9.83790397644043,1.2357778549194336,2115.09130859375
9.75963306427002,1.273443579673767,2067.314208984375
9.868231773376465,1.183233380317688,2094.858154296875
10.052071571350098,1.1391228437423706,2163.368408203125
9.617890357971191,1.1566365957260132,2055.710205078125
9.803178787231445,1.55197274684906,2063.830078125
9.74614143371582,1.300139307975769,2052.10546875
9.635011672973633,1.4239933490753174,2060.996826171875
9.6897554397583,1.4875950813293457,2089.23583984375
9.824174880981445,1.567535638809204,2099.172607421875
9.888765335083008,1.3172630071640015,2092.05810546875
9.740255355834961,1.2895557880401611,2124.172119140625
9.489262580871582,1.1046366691589355,2041.9000244140625
9.885028839111328,1.257217526435852,2114.716796875
10.316423416137695,1.4149242639541626,2167.044921875
10.381952285766602,1.483383297920227,2174.71044921875
10.339818000793457,1.4172675609588623,2159.43359375
10.340865135192871,1.4102102518081665,2150.895751953125
10.268244743347168,1.290710687637329,2159.94775390625
10.093619346618652,1.2678472995758057,2134.916015625
9.787039756774902,1.4335556030273438,2160.855712890625
9.645913124084473,1.425013780593872,2113.354736328125
9.849467277526855,1.2786861658096313,2118.045654296875
10.133419036865234,1.236149787902832,2164.604736328125
10.220479011535645,1.3358744382858276,2164.36279296875
10.168764114379883,1.4875974655151367,2115.475341796875
9.906546592712402,1.550876498222351,2158.14404296875
9.43953800201416,1.3304475545883179,2092.574462890625
9.654145240783691,1.4228779077529907,2075.34619140625
9.613032341003418,1.01970374584198,2104.234375
9.382281303405762,1.0200175046920776,2041.6392822265625
9.41220474243164,0.9670518040657043,2077.089599609375
9.419634819030762,0.9740186929702759,2056.501953125
9.574005126953125,1.0744011402130127,2099.018798828125
9.402474403381348,0.9571560621261597,2041.5633544921875
9.591263771057129,1.1754311323165894,2084.105712890625
9.5440092086792,1.271915078163147,2049.519287109375
9.289313316345215,1.1332050561904907,2030.1561279296875
9.379188537597656,1.0218344926834106,2059.814697265625
9.302268028259277,1.0508736371994019,2050.638671875
9.398361206054688,1.0761915445327759,2071.620361328125
9.317933082580566,1.3653560876846313,2059.620849609375
9.371344566345215,1.1574628353118896,2066.9609375
9.447566986083984,1.22796630859375,2110.554931640625
9.33690071105957,1.33426034450531,2074.68115234375
9.404202461242676,1.1464377641677856,2092.2744140625
9.463517189025879,1.1495553255081177,2136.687255859375
9.628365516662598,1.1011101007461548,2082.9072265625
9.751731872558594,1.3448578119277954,2109.01953125
9.546248435974121,1.2414276599884033,2083.7705078125
9.767083168029785,1.1952881813049316,2101.056396484375
9.803008079528809,1.351826548576355,2129.95556640625
9.954116821289063,1.0687986612319946,2176.0927734375
9.553553581237793,0.9751942157745361,2099.052490234375
